Start,End,Lobbyist,Client,Industry,ClientAddress
2011-05-10,2012-05-09,Leonard Smith,Universal Health Services ,Health Care Facilities,"367 South Gulph Road
King of Prussia, Pennsylvania 19406
(40.079631, -75.369163)"
2011-05-10,2012-05-09,Leonard Smith,Freescale,"Design, Testing, Packaging and Marketing of Integraded Circuits","7700 West Parmer Lane
Austin, Texas 78729
(30.457103, -97.753087)"
2011-05-10,2012-05-09,Leonard Smith,Koontz-McCombs ,Land Development,"755 E Mulberry Ste 100
San Antonio, Texas 78218
(29.456793, -98.479349)"
2011-05-10,2012-05-09,Leonard Smith,"Denucci Constructors, LLC ",Construction,"5114 Balcones Woods Drive Suite 307-430
Austin, Texas 78759
(30.407797, -97.746579)"
2011-05-10,2012-05-09,Leonard Smith,"Theriot, Robert H.",Developer,"6535 Comanche Trail
Austin, Texas 78732
(30.404017, -97.871163)"
2011-05-10,2012-05-09,Leonard Smith,"Naddef, Wilfred",Homeowner,"12200 Midland Walk
Austin, Texas 78727
(30.424481, -97.737027)"
2011-05-10,2012-05-09,Elise Wood,"Credit Suisse Asset Management, LLC",Banking/Finance,"One Madison Avenue
New York, New York 10010
"
2011-05-10,2012-05-09,Leonard Smith,HomeAway Inc.,Vacation Rental Service,"1011 West 5th Street
Austin, Texas 78703
(30.270588, -97.755336)"
2011-04-14,2012-04-13,Roger Duncan ,VIA Motors ,Automaker,"975 North 1430 West
Orem, Utah 84057
(40.31525, -111.72994)"
2010-12-16,2011-12-16,Sarah Crocker ,MU 13 ,Developer,"7200 Mopac, Suite 400
Austin, Texas 78731
(30.354874, -97.747853)"
2010-12-16,2011-12-16,Sarah Crocker ,1600 West 38th LTD,Developer,"7200 Mopac, Suite 400
Austin, Texas 78731
(30.354874, -97.747853)"
2010-12-16,2011-12-16,Sarah Crocker ,Travis Entitlements LLC,Land Use Development,"7200 North Mopac, Suite 400
Austin, Texas 78731
(30.354874, -97.747853)"
2010-09-14,2011-09-14,Glenn Shankle,IESI Corporation,Waste management and recycling,"2301 Eagle Parkway, Suite 200
Fort Worth, Texas 76117
(33.007625, -97.305784)"
2010-06-24,2011-06-24,Alison Gardner,"Jones, Eddie",Real Property Owner,"4309 Palladio Drive
Austin, Texas 79731
(30.363852, -97.771145)"
2010-06-24,2011-06-24,Alison Gardner,Versa Development,Property Owner,"4733 College Park, Suite 200
San Antonio, Texas 78249
(29.587387, -98.579335)"
2010-06-24,2011-06-24,Alison Gardner,"Crixell, Juan",Real Property Owner,"8305 Shoal Creek
Austin, Texas 78757
"
2010-06-24,2011-06-24,Alison Gardner,"Petty, Stephen",Real Property Owner,"521 Nason Street
Santa Rosa, California 95404
(38.449736, -122.716604)"
2010-06-24,2011-06-24,Alison Gardner,V & S Enterprises,Commercial Real Property Management,"P. O. Box 6110
Austin, Texas 78761
"
2010-06-24,2011-06-24,Alison Gardner,Berns Commercial Properties,Real Property Owner,"1515 Capital of Texas Highway, Suite 412
Austin, Texas 78746
(30.318057, -97.822252)"
2010-06-24,2011-06-24,Alison Gardner,"Dawlett, Haythem ",Real Property Owner,"2101 Lakeway Boulevard
Austin, Texas 78734
(30.357585, -97.978566)"
2010-06-24,2011-06-24,Alison Gardner,"Lehmann, Sandy ",Real Propery Owner,"400 West 15th
Austin, Texas 78701
(30.277958, -97.742972)"
2010-06-24,2011-06-24,Alison Gardner,"Kelly, Mike",Real Property Owner,"4111 Kellywood Drive
Austin, Texas 78739
(30.173685, -97.866536)"
2010-06-24,2011-06-24,Alison Gardner,Stahl Bernal and Davies ,Law Firm,"7320 North Mopac Suite 211
Austin, Texas 78731
(30.35537, -97.747565)"
2010-06-24,2011-06-24,Alison Gardner,"Schriber, Michael ",Real Property Owner,"3106 Foxton Cove
Austin, Texas 78748
(30.179244, -97.843097)"
2010-06-24,2011-06-24,Alison Gardner,Crescent Recourses ,Real Property Owners,"11 Village Park Square
Bluffton, South Carolina 29910
(32.208586, -80.880959)"
2016-01-05,2017-01-04,Michael Whellan,St. David's Foundation,Non-profit,"811 Barton Springs Rd, Ste 600
Austin, Texas 78704
(30.259293, -97.752703)"
2015-04-25,2016-04-24,Jerry Harris,"TX RR620 Apartments, LTD",Apartment Development,"1101 S. Cap of Texas Hwy, Ste F2100
Austin, Texas 78705
"
2015-11-07,2016-11-06,Kelan Robinson,Scenic Austin,Environmental Advocacy,"PO Box 6456
Austin, Texas 78762
"
2015-01-29,2016-01-29,Mark Littlefield,Austin Film Studios,Austin Film Industry,"1901 E. 51st Street
Austin, Texas 78723
(30.301509, -97.69472)"
2015-09-12,2016-09-11,John Joseph,"A & M Option 541, L.P. c/o Scarborough Sunfield, LLC",Real Estate Development,"16380 Addison Road
Addison, Texas 75001
(32.973005, -96.830305)"
2013-07-01,2014-07-01,Will Wynn,NextEra Energy Resources,Renewable Energy Development,"700 Universe Blvd
Juno Beach, Florida 33408
(26.858384, -80.06136)"
2015-04-25,2016-04-24,Jerry Harris,"Cockrum, Brigid",Property Owner,"3202 West Avenue
Austin, Texas 78705
(30.300816, -97.743237)"
2015-09-12,2016-09-11,John Joseph,"Buffalo Equities, LTD",Real estate development,"505 East Huntland Drive, Suite 530
Austin, Texas 78752
(30.331085, -97.70819)"
2015-09-12,2016-09-11,John Joseph,Robert Turner,Property Owner,"5155 S. Capital of Texas Hwy. #250
Austin, Texas 78746
"
2014-07-01,2015-07-01,Henry Gilmore,Wal-Mart Real Estate Business Trust,Retail Merchant,"2001 SE 10th Street
Bentonville, Arkansas 72716
(36.36055, -94.187367)"
2012-03-23,2013-03-23,Joel Romo,American Heart Association,Non-profit Public Health Organization,"10900-B Stonelake Blvd, Ste 320
Austin, Texas 78759
"
2015-02-13,2016-02-13,Alice Myers,Tacala dba Taco Bell,Fast Food,"The Reserve, bldg two, 500 N. Capital of Texas Hwy
Austin, Texas 78746
"
2016-01-05,2017-01-04,Michael Whellan,"Met Center NYCTEX PHASE II, Ltd.",Property Owner,"1135 W. 6th Street, Suite 120
Austin, Texas 78701
(30.272663, -97.756975)"
2016-01-20,2017-01-19,David Armbrust            ,Harmony Public Schools,Real Estate Investment/Development,"13415 FM 620 N
Austin, Texas 78717
"
2015-09-29,2016-09-28,Ray Allen,Reagan Signs,Bilboards,"7301 Burleson Road
Austin, Texas 78744
(30.19485, -97.70165)"
2012-03-09,2013-03-09,Jay Hailey,"RedLeaf Properties, LLC",Real Estate,"4330 Gaines Ranch Loop, Suite 100
Austin, Texas 78735
(30.242061, -97.815905)"
2013-01-03,2014-01-03,Wm. Bray,"Alliance Residential, LLC",Real Estate Development,"3108 North Lamar
Austin, Texas 78705
(30.300716, -97.745938)"
2015-04-25,2016-04-24,Jerry Harris,Central Health,Health Center,"1111 E. Cesar Chavez
Austin, Texas 78702
(30.260073, -97.733092)"
2016-01-20,2017-01-19,David Armbrust            ,Wayside Schools,Public Schools,"6405 South IH35
Austin, Texas 78744
(30.192167, -97.768511)"
2012-01-06,2013-01-05,Rebecca Moss,"National Works, Incorporated",Provider & Applicator of Manhole Coatings and Wastewater Pipe Linings,"P. O. Box 310909
New Braunfels, Texas 78131
"
2011-08-17,2012-08-16,Travis Phillips,"408 Sterzing, LLC",Land Development Company,"203 Colorado Street
Austin, Texas 78701
(30.264912, -97.745443)"
2015-07-21,2016-07-20,Pamela Madere,RKS Texas Investments,Real Estate Development,"601 Sonterra Blvd.
San Antonio, Texas 78258
(29.616172, -98.494351)"
2011-08-17,2012-08-16,Travis Phillips,Amaz for Hair ,Property Owner,"1509 West 38th Street, Suite 10
Austin, Texas 78731
(30.308113, -97.749138)"
2016-01-20,2017-01-19,David Armbrust            ,IDEA Public Schools,Public School,"1822 W. Braker Lane #81734
Austin, Texas 78708
(30.391414, -97.705953)"
2012-03-23,2013-03-23,Brian Bower,American Heart Association,Non-profit Public Health Organization,"10900-B Stonelake Blvd, Ste 320
Austin, Texas 78759
"
2015-12-24,2016-12-23,Richard Suttle,Aspen Properties,Real Estate Development,"7447 Bee Cave Road, Suite 150
Austin, Texas 78746
(30.308393, -97.84328)"
2013-09-20,2014-09-20,Jennifer Houlihan,Austin Music People,Live Music,"400 Bowie Street,
Austin, Texas 78703
(30.269405, -97.753343)"
2015-12-24,2016-12-23,Richard Suttle,"TSVF I, Pecan Park, LP",Real Estate Investment/Development,"823 Congress Avenue, Suite 1111
Austin, Texas 78701
(30.270141, -97.742042)"
2012-03-09,2013-03-09,Jay Hailey,"RedLeaf Highland, LLC",Real Estate,"4330 Gaines Ranch Loop. Suite 1000
Austin, Texas 78735
"
2015-05-21,2016-05-20,Adam Goldman,"Uber Technologies, Inc",Information Technology,"182 Howard Street, Ste 8
San Francisco, California 94105
(37.790792, -122.393165)"
2014-05-15,2015-05-15,Craig Chick,"Uber Technologies, Inc",Information Technology,"182 Howard Street, Ste 8
San Francisco, California 94105
(37.790792, -122.393165)"
2014-07-01,2015-07-01,Henry Gilmore,"Sackmann Enterprises, Inc.",Real Estate,"165 West 73rd Street
New York, New York 10023
(40.779004, -73.980446)"
2014-10-08,2015-10-08,Terri Broussard Williams,American Heart Association,Non-profit Public Health Organization,"10900-B Stonelake Blvd, Ste 320
Austin, Texas 78759
"
2011-11-18,2012-11-17,Snapper Carr,Connecticut General Life Insurance Company,Healthcare Providor,"900 Cottage Grove Road
Hartford, Connecticut 06152
"
2015-12-24,2016-12-23,Richard Suttle,"CP II Wild Basin, LP",Real Estate Investment/Development,"823 Congress Avenue, Suite 1150
Austin, Texas 78701
(30.270141, -97.742042)"
2012-04-25,2013-04-25,Allen Halbrook,Davey Tree Expert Company,Tree Trimming,"PO Box 5015
Livermore, California 94551
"
2015-12-24,2016-12-23,Richard Suttle,Gerald Kucera,Real Estate investment/Development,"7200 N. Mopac Ste 450
Austin, Texas 78731
(30.354874, -97.747853)"
2016-01-12,2017-01-11,Sheryl Cole,Central Health,Health Center,"1111 E. Cesar Chavez
Austin, Texas 78702
(30.260073, -97.733092)"
2016-01-12,2017-01-11,Sheryl Cole,HNTB Corporation,"Architecture, engineering and planning services","701 Brazos Street, Ste 450
Austin, Texas 78701
(30.269152, -97.740924)"
2016-01-12,2017-01-11,Sheryl Cole,Scenic Austin,Environmental Advocacy,"PO Box 6456
Austin, Texas 78762
"
2015-11-07,2016-11-06,Kelan Robinson,The NRP Group,Developer,"200 Concord Plaza, Suite 900
San Antonio, Texas 78216
(29.484703, -98.548949)"
2013-01-03,2014-01-03,Wm. Bray,Jack Brown Family III Limited Partnership,Property Owner/Developer,"3415 Northland Drive
Austin, Texas 78731
(30.33797, -97.758037)"
2015-11-07,2016-11-06,Kelan Robinson,Brandywine Realty Trust,Real Estate,"300 Arboretum Pl., Ste 300
Richmond, Virginia 23236
(37.49288, -77.56492)"
2015-10-15,2016-10-14,Michele Haussmann         ,Scenic Austin,Environmental Advocacy,"PO Box 6456
Austin, Texas 78762
"
2015-07-21,2016-07-20,Pamela Madere,"A & M Option 541, L.P. c/o Scarborough Sunfield, LLC",Real Estate Development,"16380 Addison Road
Addison, Texas 75001
(32.973005, -96.830305)"
2013-01-03,2014-01-03,Wm. Bray,KB Home,Real Estate Development,"1911 Burnet Road
Austin, Texas 78758
"
2015-10-15,2016-10-14,Michele Haussmann         ,The NRP Group,Developer,"200 Concord Plaza, Suite 900
San Antonio, Texas 78216
(29.484703, -98.548949)"
2015-10-15,2016-10-14,Michele Haussmann         ,Brandywine Realty Trust,Real Estate,"300 Arboretum Pl., Ste 300
Richmond, Virginia 23236
(37.49288, -77.56492)"
2015-10-15,2016-10-14,Michele Haussmann         ,Wells Fargo,Real Estate,"609 Castle Ridge Rd. Ste 224
Austin, Texas 78746
(30.295006, -97.829839)"
2013-01-04,2014-01-04,Edward Shack,Texas Disposal Systems,Waste Disposal,"P.O. Box 17126
Austin, Texas 78760
"
2015-08-01,2016-07-31,Jeffrey  Howard,"Art at Bratton's Edge, LLC",Real Estate Development,"421 West 3rd Street
Austin, Texas 78701
(30.266297, -97.747522)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Canchola & Hyde Productions, Inc.",Restaurant Operator,"Austin, Texas 78759
(30.40316, -97.753727)"
2015-08-01,2016-07-31,Jeffrey  Howard,Neans Investments,Property Owner,"112 East Highway
Frederickburg, Texas 78624
"
2013-01-03,2014-01-03,Wm. Bray,1219 South Lamar Venture LLC,Property Owner/Developer,"5350 Burnet Road, Suite 216
Austin, Texas 78756
(30.327783, -97.739755)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Velocity Park I, LLC",Real Estate Development,"717 Cutlass Drive
Austin, Texas 78734
(30.370965, -98.000563)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Simmons Vedder Partners, Ltd.",Real Estate Development,"221 West 6th Street Suite 880
Austin, Texas 78701
(30.26872, -97.745169)"
2015-08-01,2016-07-31,Jeffrey  Howard,The Stratford Company,Real Estate Development,"5949 Sherry Lane, Suite 1750
Dallas, Texas 75225
(32.862324, -96.810102)"
2015-08-01,2016-07-31,Jeffrey  Howard,La V Restaurant,Restaurant,"1501 E 7th Street
Austin, Texas 78702
(30.264273, -97.726998)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Snyder, Suzanne",Property Owner,"7306 Baltimore Avenue
Takoma Park, Maryland 20912
(38.979612, -77.019017)"
2015-08-01,2016-07-31,Jeffrey  Howard,The City School,Private School,"1844 Teri Road
Austin, Texas 78744
(30.203721, -97.754753)"
2013-01-03,2014-01-03,Wm. Bray,"Austin Children's Museum, Inc.",Property Owner/Developer,"201 Colorado Street
Austin, Texas 78701
(30.264929, -97.745437)"
2015-02-13,2016-02-13,Alice Myers,Austin Sonic,Quick Food Service,"4613 Burleson Road
Austin, Texas 78760
(30.213401, -97.733066)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Century Land Holdings II, LLC c/o Jimmy Jacobs Homes Attn: Kevin Flemi",Homebuilder,"3613 Williams Drive, Suite 204
Georgetown, Texas 78628
(30.669932, -97.697646)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Waterloo Development, Inc",Real Estate Development,"P.O. Box 27335
Austin, Texas 78755
"
2013-01-03,2014-01-03,Wm. Bray,"5453 Burnet Park Venture, LLC",Property Owner/Developer,"5350 Burnet Road, #216
Austin, Texas 78756
(30.327783, -97.739755)"
2015-08-01,2016-07-31,Jeffrey  Howard,"English, Toria and Blake",Property Owner,"1307 Waller Street
Austin, Texas 78702
(30.274008, -97.729283)"
2013-01-03,2014-01-03,Wm. Bray,"Pinkston, Lica",Property Owner,"P.O. Box 1277
Alice, Texas 78333
"
2013-01-03,2014-01-03,Wm. Bray,Riverside Resources,Property Owner/Developer,"100 Congress Avenue, Suite 780
Austin, Texas 78701
(30.263622, -97.744452)"
2015-08-01,2016-07-31,Jeffrey  Howard,HTK Development,Real Estate Development,"1016 Mopac Circle, Suite 102
Austin, Texas 78746
(30.2659, -97.784867)"
2015-08-01,2016-07-31,Jeffrey  Howard,AVG Partners ,Real Estate Development,"9595 Wilshire Boulevard, Suite 710
Beverly Hills, California 90212
(34.067106, -118.402599)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Dessau Howard, LLC",Real Estate Development,"P.O. Box 161173
Austin, Texas 78716
"
2013-01-03,2014-01-03,Wm. Bray,"Kevin Hunter Camco Land, LTD ",Property Owner,"1016 Mopac Circle, Suite 102
Austin, Texas 78746
(30.2659, -97.784867)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Johnson Four Corners, Ltd.",Real Estate Development,"11017 Centennial Trail
Austin, Texas 78726
(30.442034, -97.815855)"
2015-08-01,2016-07-31,Jeffrey  Howard,Pulte Homes of Texas,Homebuilder,"9401 Amberglen Blvd., Building 1, Suite 150
Austin, Texas 78729
(30.469478, -97.773706)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Vinson Radke Investments, LLC",Real Estate Development,"2414 Exosition Blvd., Suite B-120
Austin, Texas 78703
"
2013-01-03,2014-01-03,Wm. Bray,"HRI Development, Incorporated",Real Estate Development,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
"
2015-08-01,2016-07-31,Jeffrey  Howard,"Essex & Delancey, LLC",Real Estate Development,"P.O. Box 171029
Austin, Texas 78717
"
2011-11-18,2012-11-17,Brandon Aghamalian,Connecticut General Life Insurance Company,Healthcare Providor,"900 Cottage Grove Road
Hartford, Connecticut 06152
"
2013-01-03,2014-01-03,Wm. Bray,"Scarbrough Ventures, L.L.C.",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303873, -97.736929)"
2016-01-12,2017-01-11,Gerardo Interiano,Google Inc.,Provides internet related products and services,"2350 Kerner Boulevard, Suite 250
San Rafael, California 94901
(37.947381, -122.488915)"
2015-02-13,2016-02-13,Alice Myers,McDonalds,Quick Service Food,"5508 Highway 290 West, Suite 100
Austin, Texas 78735
(30.237032, -97.841759)"
2015-02-13,2016-02-13,Alice Myers,Whatabrands,Quick Food Service,"300 Concord Plaza Drive
San Antonio, Texas
(29.504901, -98.480696)"
2016-01-07,2017-01-06,Lynn Carley,"Carma Texas, Incorporated ",Real Estate Investment/Development,"9737 Great Hills Trail, Suite 260
Austin, Texas 78759
(30.394507, -97.752361)"
2015-08-01,2016-07-31,Jeffrey  Howard,"AJHSCCM, LP",Real Estate Development,"4309 Pallidio Drive
Austin, Texas 78731
(30.363852, -97.771145)"
2012-09-27,2013-09-27,Amelia Lopez,Cornerbrook Development,Multi-family Development,"1025 Dulles Avenue, Suite 815
Stafford, Texas 77477
(29.610852, -95.582437)"
2012-09-27,2013-09-27,Amelia Lopez,"Rancho Garza, Ltd",Land Development,"17830 Serene Hills Pass
Austin, Texas 78738
(30.345051, -98.000843)"
2012-09-27,2013-09-27,Amelia Lopez,Austin Community College District,Community College,"5930 Middle Fiskville Road
Austin, Texas 78752
(30.322262, -97.710973)"
2012-09-27,2013-09-27,Amelia Lopez,One World Theatre,Entertainment,"7700 Bee Cave Road
Austin, Texas 78746
(30.310065, -97.845592)"
2015-08-01,2016-07-31,Jeffrey  Howard,"Endeavor Real Estate Group, Ltd.",Real Estate Development,"P.O. Box 140646
Austin, Texas 78714
"
2014-08-05,2015-08-05,Joseph  Lessard,Lone Star Rail,Railroad,"304 North CM Allen Parkway
San Marcos, Texas 78667
(29.885781, -97.936615)"
2015-10-15,2016-10-14,Michele Haussmann         ,"Endeavor Real Estate Group, Ltd.",Real Estate Development,"P.O. Box 140646
Austin, Texas 78714
"
2015-04-25,2016-04-24,Jerry Harris,"Tawill, Saleem",Radio Station,"1402 West Ave
Austin, Texas 78701
(30.278534, -97.747508)"
2015-10-15,2016-10-14,Michele Haussmann         ,Street Lights Residential,Real Estate,"1601 Elm Street, Suite 4900
Dallas, Texas 75201
(32.781695, -96.798002)"
2015-10-15,2016-10-14,Michele Haussmann         ,Caledonia Properties,Real Estate,"1200 Barton Creek Blvd., # 26
Austin, Texas 78735
(30.296712, -97.854374)"
2015-10-15,2016-10-14,Michele Haussmann         ,"RJMadden, Inc",Real Estate,"PO BOX 203066
Austin, Texas 78720
"
2016-01-09,2017-01-08,Eric deYoung,"Meritage Homes of Texas, LLC",Real Estate Investment,"17851 N. 85th Street, Suite 300
Scottsdale, Arizona 85255
(33.648902, -111.898608)"
2013-01-03,2014-01-03,Wm. Bray,Kitchell Development Company,Real Estate Development,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.122106, -117.324034)"
2015-02-02,2016-02-02,R. Haywood,Kitchell Development Company,Real Estate Development,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.122106, -117.324034)"
2016-01-07,2017-01-06,Lynn Carley,"Vivo Hospitality, LP",Restaurant,"2015 Manor Road
Austin, Texas 78722
(30.284033, -97.720526)"
2014-05-04,2015-05-04,Katie Ogden,"Butler Family Partnership, LTD",Real Estate Development,"PO Box 9190
Austin, Texas 78766
"
2015-08-01,2016-07-31,Jeffrey  Howard,"Thomas Southwest, Inc",Property Owner,"1802 Lavaca Street
Austin, Texas 78701
(30.280687, -97.740739)"
2014-12-11,2015-12-11,Gerbracht Heidi,Real Estate Council of Austin,Commercial and Residential Real Estate,"98 San Jacinto, Suite 510
Austin, Texas 78701
(30.262734, -97.742133)"
2015-01-09,2016-01-09,Pete Winstead,Delaware North Companies/Travel Hospitality Services ,"Specialty food,beverage and retail concessions and merchandise","438 Main Street
Buffalo, New York 14202
(42.885936, -78.874293)"
